Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
800,female,group B,some college,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,< 5,59,72,72
69,female,,some high school,standard,none,married,sometimes,yes,1.0,private,> 10,60,68,66
175,female,group B,high school,standard,none,divorced,sometimes,no,6.0,school_bus,5 - 10,55,76,69
99,male,group C,some college,standard,,married,sometimes,yes,0.0,private,> 10,62,59,58
150,female,group C,high school,standard,none,widowed,never,yes,0.0,,5 - 10,65,70,72
100,female,group B,bachelor's degree,standard,none,single,sometimes,yes,3.0,private,5 - 10,49,67,61
239,male,group C,high school,free/reduced,completed,divorced,sometimes,yes,7.0,private,> 10,62,54,53
121,male,group C,some college,standard,none,divorced,regularly,no,3.0,private,> 10,80,72,77
972,female,group D,some college,free/reduced,completed,married,regularly,yes,3.0,private,< 5,73,81,93
205,female,group B,associate's degree,free/reduced,completed,single,never,yes,1.0,private,> 10,53,69,70
532,male,group C,master's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,45,41,41
943,male,group C,master's degree,free/reduced,none,divorced,sometimes,yes,2.0,private,> 10,68,64,59
813,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,,52,51,50
641,male,group D,bachelor's degree,standard,completed,married,never,no,2.0,private,< 5,90,81,85
355,female,group C,some college,free/reduced,none,single,sometimes,yes,1.0,school_bus,> 10,51,66,67
432,male,group B,some college,standard,completed,married,regularly,no,,school_bus,5 - 10,100,99,95
974,female,group E,associate's degree,standard,none,,regularly,yes,5.0,private,< 5,81,79,85
623,female,group E,master's degree,standard,none,single,sometimes,yes,4.0,private,5 - 10,75,79,82
592,male,group A,some college,standard,none,divorced,never,yes,,private,5 - 10,48,48,47
594,female,group E,associate's degree,free/reduced,completed,married,regularly,yes,,private,5 - 10,60,73,73
295,female,group C,some college,standard,none,single,regularly,no,2.0,school_bus,< 5,56,71,68
559,male,group D,some high school,standard,none,married,sometimes,yes,2.0,school_bus,> 10,75,66,63
545,male,group D,associate's degree,standard,none,married,never,yes,,private,5 - 10,80,75,70
114,male,group B,associate's degree,standard,none,divorced,sometimes,,0.0,school_bus,> 10,70,72,66
393,male,group D,high school,standard,completed,divorced,sometimes,no,2.0,,5 - 10,100,93,91
21,male,group C,some high school,standard,none,married,regularly,yes,2.0,private,5 - 10,79,70,69
599,male,group E,some high school,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,85,72,69
607,female,,some college,standard,none,single,sometimes,no,1.0,school_bus,,81,86,83
662,female,group C,high school,standard,none,married,,yes,1.0,school_bus,5 - 10,52,62,65
16,female,group B,some college,standard,none,single,sometimes,yes,1.0,school_bus,< 5,42,56,52
607,female,group C,,standard,completed,divorced,sometimes,yes,2.0,private,5 - 10,76,97,94
685,female,group D,some high school,standard,completed,divorced,sometimes,yes,0.0,school_bus,5 - 10,92,93,95
52,male,group E,high school,free/reduced,none,married,regularly,yes,4.0,private,5 - 10,83,70,63
330,male,group D,high school,free/reduced,none,married,regularly,no,5.0,school_bus,5 - 10,64,72,62
820,male,group C,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,64,62,59
752,male,group C,high school,free/reduced,none,married,regularly,no,3.0,private,5 - 10,60,46,41
800,male,group D,,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,57,50,51
47,male,group C,associate's degree,standard,none,single,regularly,,4.0,school_bus,> 10,83,71,67
229,male,group C,associate's degree,standard,none,married,regularly,yes,5.0,private,5 - 10,73,69,67
30,female,group C,high school,standard,completed,divorced,sometimes,no,6.0,private,5 - 10,61,63,67
113,male,group D,associate's degree,standard,completed,divorced,sometimes,yes,3.0,private,5 - 10,74,64,66
67,male,,,standard,completed,married,regularly,,4.0,school_bus,> 10,77,73,69
192,female,group D,some high school,free/reduced,completed,divorced,regularly,no,1.0,private,< 5,55,74,71
402,male,,master's degree,standard,none,married,never,yes,,private,5 - 10,66,67,63
164,male,group C,associate's degree,free/reduced,none,divorced,never,yes,3.0,school_bus,,57,63,60
691,male,group B,some high school,free/reduced,none,single,never,no,1.0,private,5 - 10,32,34,26
741,female,group D,bachelor's degree,free/reduced,none,single,regularly,no,5.0,school_bus,5 - 10,58,65,66
261,female,group C,high school,standard,completed,divorced,regularly,no,1.0,school_bus,> 10,72,84,77
895,female,group E,,free/reduced,none,divorced,regularly,no,5.0,private,5 - 10,32,34,38
511,male,group E,master's degree,standard,none,married,sometimes,no,1.0,school_bus,> 10,100,92,93
65,female,group C,some college,standard,none,married,sometimes,no,1.0,private,< 5,57,65,63
513,female,group C,high school,free/reduced,none,single,regularly,no,2.0,school_bus,5 - 10,38,42,42
4,female,group C,some college,standard,none,single,sometimes,no,1.0,private,5 - 10,65,84,78
385,female,group B,some college,free/reduced,none,divorced,sometimes,yes,5.0,school_bus,5 - 10,56,72,68
14,male,group B,high school,standard,none,,sometimes,yes,4.0,private,> 10,77,68,65
683,female,group D,some high school,standard,none,married,sometimes,yes,1.0,school_bus,< 5,72,81,74
47,female,group C,high school,standard,none,single,sometimes,yes,1.0,private,5 - 10,57,68,62
40,male,group B,high school,standard,none,married,regularly,yes,2.0,private,> 10,51,52,46
230,male,group A,associate's degree,free/reduced,none,married,sometimes,no,,private,,68,61,51
596,female,group C,high school,free/reduced,none,divorced,never,no,4.0,school_bus,> 10,42,57,52
732,male,group B,some college,standard,none,single,regularly,no,1.0,school_bus,5 - 10,72,54,58
492,male,,some high school,free/reduced,completed,single,sometimes,yes,4.0,,5 - 10,36,33,38
466,male,group B,some college,free/reduced,completed,married,regularly,yes,0.0,school_bus,5 - 10,74,79,70
614,female,group A,associate's degree,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,82,93,93
304,female,,master's degree,standard,none,married,sometimes,no,4.0,school_bus,< 5,76,79,82
433,male,group E,some high school,free/reduced,none,married,sometimes,yes,3.0,private,< 5,87,84,76
639,female,group D,bachelor's degree,free/reduced,completed,,sometimes,yes,0.0,school_bus,< 5,52,66,70
70,female,group D,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,70,89,90
299,male,group D,high school,standard,completed,divorced,regularly,yes,3.0,private,5 - 10,64,59,63
737,female,group D,some high school,standard,none,married,,yes,2.0,,5 - 10,45,65,62
924,female,,some high school,free/reduced,none,married,sometimes,yes,1.0,,5 - 10,22,37,31
70,male,group B,some high school,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,62,71,62
17,female,group C,high school,free/reduced,completed,single,sometimes,no,3.0,,< 5,64,79,79
280,female,group C,bachelor's degree,free/reduced,completed,divorced,regularly,yes,,private,5 - 10,42,58,57
850,female,group C,master's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,48,51,52
545,male,group C,high school,standard,none,single,regularly,yes,2.0,private,> 10,71,56,54
605,female,group C,some high school,standard,none,married,sometimes,no,3.0,private,5 - 10,48,59,50
72,male,group B,associate's degree,free/reduced,completed,married,sometimes,no,3.0,school_bus,5 - 10,68,74,68
992,female,group C,associate's degree,standard,completed,married,sometimes,yes,0.0,private,> 10,71,81,80
479,male,group E,associate's degree,standard,completed,single,regularly,yes,4.0,school_bus,5 - 10,100,90,88
669,male,group C,high school,standard,none,married,,no,2.0,,5 - 10,51,47,50
277,female,group B,some high school,standard,none,married,regularly,no,2.0,private,< 5,78,85,77
797,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,70,84,81
886,male,group B,some high school,standard,none,married,regularly,no,2.0,private,> 10,44,43,44
432,male,group D,some college,standard,none,married,sometimes,yes,5.0,private,< 5,54,56,52
620,male,group E,some college,standard,none,divorced,sometimes,no,4.0,private,< 5,88,76,73
616,female,group B,some college,standard,none,married,regularly,yes,5.0,school_bus,< 5,60,71,78
505,female,group D,some college,standard,,married,sometimes,yes,4.0,private,,78,94,88
184,male,group C,some college,standard,none,single,sometimes,yes,1.0,private,5 - 10,82,76,74
392,male,group E,bachelor's degree,standard,none,divorced,sometimes,yes,1.0,private,> 10,100,89,81
493,female,group C,master's degree,standard,none,married,sometimes,yes,3.0,school_bus,> 10,77,89,87
291,male,group B,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,39,40,43
328,female,group D,associate's degree,standard,none,married,never,yes,1.0,school_bus,5 - 10,59,75,67
266,female,group D,associate's degree,standard,completed,married,regularly,no,3.0,private,5 - 10,76,94,93
355,female,group D,high school,free/reduced,none,married,,,4.0,school_bus,> 10,32,47,41
993,male,group D,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,83,73,74
147,male,group E,master's degree,standard,none,married,never,no,1.0,school_bus,5 - 10,97,97,100
365,male,group C,high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,63,61,52
995,male,group B,some high school,standard,none,divorced,sometimes,,3.0,private,5 - 10,38,45,42
59,male,group C,some high school,standard,none,married,sometimes,yes,,school_bus,5 - 10,70,62,49
835,male,group A,high school,standard,none,married,regularly,yes,0.0,school_bus,,75,68,61
568,male,group B,associate's degree,free/reduced,completed,married,regularly,yes,0.0,school_bus,5 - 10,75,83,78
937,female,group A,some high school,standard,completed,married,regularly,yes,2.0,school_bus,< 5,50,69,67
292,male,group A,high school,standard,none,married,never,no,1.0,school_bus,5 - 10,69,68,60
894,female,group C,some high school,standard,none,single,sometimes,yes,0.0,private,< 5,72,78,78
120,female,group A,some college,standard,completed,married,sometimes,yes,2.0,private,< 5,53,66,68
381,male,group D,some college,standard,none,single,regularly,yes,1.0,private,> 10,73,69,74
85,male,group B,some high school,standard,,married,sometimes,no,4.0,school_bus,5 - 10,77,68,64
104,female,group D,,free/reduced,completed,married,regularly,no,1.0,school_bus,> 10,49,55,58
2,female,group D,some college,standard,completed,divorced,regularly,yes,0.0,school_bus,5 - 10,65,64,69
290,female,group E,some high school,free/reduced,completed,divorced,sometimes,yes,4.0,private,5 - 10,48,52,55
685,male,group D,high school,standard,completed,married,never,yes,0.0,private,5 - 10,75,80,78
38,female,group B,some high school,standard,completed,divorced,regularly,no,3.0,private,5 - 10,73,85,79
192,male,group B,bachelor's degree,standard,completed,married,sometimes,yes,1.0,school_bus,,75,86,83
373,male,group D,some high school,standard,completed,single,sometimes,yes,1.0,private,5 - 10,65,64,65
639,male,group E,high school,standard,completed,divorced,sometimes,no,3.0,school_bus,< 5,84,74,76
980,male,group E,some high school,free/reduced,none,married,sometimes,no,4.0,school_bus,5 - 10,86,79,77
295,male,group D,associate's degree,standard,none,divorced,sometimes,yes,2.0,private,< 5,63,58,55
406,female,group E,,standard,completed,divorced,regularly,yes,6.0,private,5 - 10,67,74,77
442,male,group C,some high school,free/reduced,none,married,sometimes,yes,2.0,private,5 - 10,62,56,51
631,female,group D,some college,standard,none,divorced,regularly,yes,1.0,,5 - 10,88,78,80
286,male,group C,some college,standard,none,married,regularly,no,3.0,,,84,86,89
589,male,group E,master's degree,standard,none,married,sometimes,no,4.0,,> 10,83,69,67
593,female,group C,associate's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,44,57,51
803,female,group C,bachelor's degree,standard,none,single,sometimes,no,1.0,school_bus,< 5,57,60,63
306,female,group B,high school,standard,none,married,regularly,yes,3.0,private,> 10,73,83,77
717,female,group B,some high school,standard,completed,married,sometimes,yes,4.0,private,5 - 10,82,89,94
543,female,group C,some high school,standard,none,single,never,no,3.0,school_bus,< 5,78,88,85
140,male,group D,high school,standard,none,single,regularly,yes,,,< 5,69,65,61
561,female,group A,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,61,72,70
857,male,group D,,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,71,68,63
235,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,1.0,private,5 - 10,70,67,75
568,male,group B,high school,standard,none,,sometimes,yes,1.0,private,> 10,67,64,55
748,male,group B,high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,52,52,47
48,male,,some college,free/reduced,none,single,sometimes,yes,1.0,school_bus,< 5,60,65,58
709,male,group B,bachelor's degree,free/reduced,completed,single,sometimes,no,,private,< 5,72,69,67
304,male,group C,some high school,free/reduced,completed,married,sometimes,,3.0,private,< 5,72,80,75
28,male,group D,associate's degree,standard,,divorced,sometimes,,4.0,school_bus,> 10,95,84,87
694,male,group E,bachelor's degree,free/reduced,none,married,never,no,1.0,school_bus,5 - 10,84,76,73
370,female,group C,bachelor's degree,standard,,married,sometimes,no,1.0,school_bus,5 - 10,80,100,94
306,female,group E,master's degree,free/reduced,completed,divorced,regularly,yes,3.0,private,> 10,80,85,87
754,female,,some college,standard,completed,single,regularly,yes,5.0,private,5 - 10,91,100,100
895,female,group C,high school,free/reduced,none,single,sometimes,no,2.0,school_bus,< 5,51,60,62
76,male,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,3.0,private,5 - 10,54,57,56
437,male,group B,high school,standard,completed,divorced,sometimes,yes,3.0,school_bus,< 5,47,57,46
157,female,,bachelor's degree,standard,none,married,regularly,yes,2.0,private,< 5,65,84,86
428,female,group D,some college,free/reduced,none,married,sometimes,yes,4.0,,5 - 10,52,65,57
664,male,group D,some high school,standard,none,divorced,never,yes,1.0,school_bus,5 - 10,52,33,39
896,female,group E,bachelor's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,78,87,81
257,female,group C,high school,free/reduced,none,divorced,never,yes,5.0,school_bus,5 - 10,40,50,54
908,male,group D,some high school,standard,,single,sometimes,yes,2.0,school_bus,< 5,87,77,74
729,male,group C,some high school,standard,none,married,sometimes,no,1.0,school_bus,> 10,71,72,67
556,female,group D,associate's degree,standard,completed,divorced,sometimes,yes,1.0,school_bus,< 5,56,75,74
533,female,group D,master's degree,standard,completed,married,sometimes,yes,5.0,school_bus,5 - 10,86,100,100
635,male,group A,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,71,74,64
53,female,group D,associate's degree,standard,none,single,never,yes,4.0,,> 10,72,81,78
